dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
5.217941299790356,6.147132474452799,6.2295546218487425,6.334071785099995,0.946076038651188,0.937720984850918,0.9370062485674018,0.9322300827737429,0.5468835343218891,0.4729065179564239,0.45942980973720293,0.47644193054384104,221.79636058700194,256.8902988094836,259.91002100840353,279.53861379042854,0.006690749141867627,0.005317298187425744,0.005191804745427579,0.005519201867431085,0.08179699958964037,0.07291980655093473,0.07205417923637449,0.07429133103822468,0
9.195142557651986,10.322746281744301,10.380481092436982,10.582427658426369,0.9113079510087956,0.899458660993615,0.9016536750677606,0.8951396917611747,0.4588260595752289,0.39560660102747924,0.37589017954552995,0.3847510777982012,441.9769664570233,501.68743044079486,490.5301743697478,523.2421566726252,0.0038497379059372642,0.0029325487174075688,0.0027266354843407956,0.0028573558715531263,0.06204625617986362,0.054153012080655025,0.052217195293703736,0.053454240912701456,0
21.519010482180306,22.46854026845641,22.135605042016813,22.365103622137546,0.7216624145788757,0.6978004150097845,0.700700348678798,0.7049387991624466,0.16986969082522602,0.1681902079132848,0.16688374275163248,0.1540361017131518,1447.3182222222226,1562.638534535092,1544.0330840336137,1525.7574554821101,0.00022290468028251392,0.0002249883181619967,0.00022237012304921993,0.0002071270801646177,0.014929992641743462,0.014999610600345487,0.014912079769409092,0.014391910233343512,0
16.155668763102742,16.940170651917306,17.06300210084034,17.350881926410587,0.8456155866683356,0.8338623604982199,0.8288647561043233,0.8262570276990121,0.19734422993726516,0.19209179055407216,0.1932185197383065,0.18178235849316635,899.7752452830199,963.2108529223307,991.2757710084032,1007.3302249502551,0.00026805150552237347,0.0002538374224007627,0.00025149751518254365,0.0002446558854021654,0.01637227856843309,0.01593227612115616,0.015858673184807853,0.015641479642353705,0
8.857610062893084,10.699847812889963,11.029119747899156,10.805917169741331,0.9585268049759466,0.94660673011184,0.9437653805127335,0.9445584845924507,0.39994242266201996,0.3649117017234929,0.35501857109861457,0.3464578215665457,388.48366457023064,500.8788468348456,525.7396071428572,520.0897060807392,0.0015745960185295073,0.0013286286183743477,0.001301280711549325,0.0012923068791469735,0.039681179651435604,0.03645035827497924,0.036073268656296245,0.0359486700608934,0
6.524752620545076,7.916672287612563,7.891970588235296,7.73632213078817,0.974603218527692,0.965782133442545,0.9659929469067565,0.9670020263197198,0.4569406739788411,0.42260484395473236,0.41547996745583887,0.40875848111882956,234.5220859538786,316.738394151968,313.7450084033614,305.4435031702137,0.002690850867361963,0.0022618293918498103,0.0022041188078172455,0.0021982744973136972,0.051873411950265645,0.04755869417729854,0.04694804370596549,0.04688576006970237,0
9.644522012578618,11.313629810124443,11.002218487394964,10.57942818117433,0.9482322404849193,0.9362692937096054,0.9387573098670474,0.9413683351785592,0.4241157438986846,0.3760191453801347,0.3715971143316498,0.3813859270189559,431.6888909853252,532.1624924117235,509.7672815126053,489.5805411284612,0.0024259165095438396,0.00195643624187334,0.0019041409835993228,0.0020061285692100283,0.04925359387439499,0.04423162038489366,0.04363646392180882,0.044789826626255524,0
7.489735849056606,9.513878115409264,9.423529411764711,8.705313480152446,0.9606697903205844,0.9463055631015613,0.9472297139292942,0.9533086989500487,0.45924141336308216,0.40267337074181003,0.3947809321042537,0.4059016665501877,331.3959874213834,453.3046988297191,444.14545798319347,394.17763313210367,0.0030321624628069405,0.002372316316897069,0.0022993782638055242,0.00243941806832638,0.05506507480070231,0.04870642993380924,0.047951832747096586,0.04939046535847157,0
6.555088050314471,8.63476569087046,8.750600840336142,8.385608832754372,0.9720927994527532,0.9565450377965709,0.9549012514586409,0.9578913890409632,0.3944858940142132,0.3545686120165043,0.3539739680773254,0.3553790877935543,227.7004129979038,354.91960009780473,367.12310924369774,343.9171043978279,0.001643780588408513,0.0013914966171520262,0.0013807078794753206,0.0013988798046282872,0.04054356408122642,0.03730276956409572,0.037157877757957605,0.03740160163185913,0
7.276886792452836,8.617928147448657,8.784533613445383,8.33254780614482,0.9616875262930195,0.951018281497801,0.9476725340434661,0.9527648269192205,0.3883226710822346,0.35852951713771425,0.36473760859068216,0.36267512658375123,289.9881362683443,371.3710013996156,395.5430084033616,358.12331793194153,0.001610735849056606,0.0014076200932985423,0.0014243411173292856,0.001428353179814912,0.040133973751132666,0.037518263463259365,0.03774044405315451,0.03779356003097501,0
